n,distribution,i,fdr,tpr,fpr,shd,pred_size,F1_score,fdr_und,tpr_und,fpr_und,shd_und,pred_size,F1_score_und
1000,gauss,0,0.15,0.85,0.01764705882352941,5.0,20.0,0.85,0.1,0.9,0.011764705882352941,4.0,20.0,0.9
1000,gauss,1,0.19047619047619047,0.85,0.023529411764705882,5.0,21.0,0.8292682926829269,0.09523809523809523,0.95,0.011764705882352941,3.0,21.0,0.9268292682926829
1000,gauss,2,0.14285714285714285,0.9,0.01764705882352941,4.0,21.0,0.8780487804878049,0.09523809523809523,0.95,0.011764705882352941,3.0,21.0,0.9268292682926829
1000,gauss,3,0.10526315789473684,0.85,0.011764705882352941,5.0,19.0,0.8717948717948718,0.10526315789473684,0.85,0.011764705882352941,5.0,19.0,0.8717948717948718
1000,gauss,4,0.14285714285714285,0.9,0.01764705882352941,4.0,21.0,0.8780487804878049,0.09523809523809523,0.95,0.011764705882352941,3.0,21.0,0.9268292682926829
1000,gauss,5,0.15,0.85,0.01764705882352941,5.0,20.0,0.85,0.1,0.9,0.011764705882352941,4.0,20.0,0.9
1000,gauss,6,0.1,0.9,0.011764705882352941,4.0,20.0,0.9,0.1,0.9,0.011764705882352941,4.0,20.0,0.9
1000,gauss,7,0.2,0.8,0.023529411764705882,6.0,20.0,0.8000000000000002,0.1,0.9,0.011764705882352941,4.0,20.0,0.9
1000,gauss,8,0.10526315789473684,0.85,0.011764705882352941,5.0,19.0,0.8717948717948718,0.10526315789473684,0.85,0.011764705882352941,5.0,19.0,0.8717948717948718
1000,gauss,9,0.1,0.9,0.011764705882352941,4.0,20.0,0.9,0.1,0.9,0.011764705882352941,4.0,20.0,0.9
1000,exp,0,0.11764705882352941,0.75,0.011764705882352941,6.0,17.0,0.8108108108108107,0.058823529411764705,0.8,0.0058823529411764705,5.0,17.0,0.8648648648648648
1000,exp,1,0.11764705882352941,0.75,0.011764705882352941,6.0,17.0,0.8108108108108107,0.058823529411764705,0.8,0.0058823529411764705,5.0,17.0,0.8648648648648648
1000,exp,2,0.1,0.9,0.011764705882352941,4.0,20.0,0.9,0.1,0.9,0.011764705882352941,4.0,20.0,0.9
1000,exp,3,0.1,0.9,0.011764705882352941,4.0,20.0,0.9,0.1,0.9,0.011764705882352941,4.0,20.0,0.9
1000,exp,4,0.05555555555555555,0.85,0.0058823529411764705,4.0,18.0,0.8947368421052632,0.05555555555555555,0.85,0.0058823529411764705,4.0,18.0,0.8947368421052632
1000,exp,5,0.15,0.85,0.01764705882352941,5.0,20.0,0.85,0.1,0.9,0.011764705882352941,4.0,20.0,0.9
1000,exp,6,0.10526315789473684,0.85,0.011764705882352941,5.0,19.0,0.8717948717948718,0.10526315789473684,0.85,0.011764705882352941,5.0,19.0,0.8717948717948718
1000,exp,7,0.10526315789473684,0.85,0.011764705882352941,5.0,19.0,0.8717948717948718,0.10526315789473684,0.85,0.011764705882352941,5.0,19.0,0.8717948717948718
1000,exp,8,0.16666666666666666,0.75,0.01764705882352941,7.0,18.0,0.7894736842105262,0.1111111111111111,0.8,0.011764705882352941,6.0,18.0,0.8421052631578948
1000,exp,9,0.05555555555555555,0.85,0.0058823529411764705,4.0,18.0,0.8947368421052632,0.05555555555555555,0.85,0.0058823529411764705,4.0,18.0,0.8947368421052632
1000,gumbel,0,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
1000,gumbel,1,0.23809523809523808,0.8,0.029411764705882353,6.0,21.0,0.7804878048780488,0.09523809523809523,0.95,0.011764705882352941,3.0,21.0,0.9268292682926829
1000,gumbel,2,0.23809523809523808,0.8,0.029411764705882353,6.0,21.0,0.7804878048780488,0.09523809523809523,0.95,0.011764705882352941,3.0,21.0,0.9268292682926829
1000,gumbel,3,0.14285714285714285,0.9,0.01764705882352941,4.0,21.0,0.8780487804878049,0.09523809523809523,0.95,0.011764705882352941,3.0,21.0,0.9268292682926829
1000,gumbel,4,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
1000,gumbel,5,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
1000,gumbel,6,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
1000,gumbel,7,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
1000,gumbel,8,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
1000,gumbel,9,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
